name,url,category,sub_category,price,price_per_unit,price_unit,quantity,weight_per_unit,weight_unit,energy_kj,energy_kcal,fat (g),of which saturates (g),carbohydrate (g),of which sugars (g),fibre (g),protein (g),salt (g),fatlow (g),of which saturateslow (g),of which sugarsmedium (g),saltlow (g),of which sugarshigh (g),saltmedium (g),of which sugarslow (g),salthigh (g),of which mono-unsaturates (g),fathigh (g),of which saturatesmedium (g),fatmedium (g),of which saturateshigh (g),sodium (g),energy value in kj (g),energy value in kcal (g),vitamin b1 (thiamin) (g),vitamin b2 (riboflavin) (g),niacin (g),vitamin b6 (g),folic acid / folate (g),iron (g),magnesium (g),of which polyvalents alcohols (g),phosphorus (g),mangan (g),vitamin b12 (g),vitamin d (g),pantothenic acid (g),calcium (g),folic acid (g),vitamin e (g),vitamin k (g),vitamin c (g),biotin (g),omega-3 fatty acids (g),potassium (g),zinc (g),alpha linolenic acid (omega-3 fatty acids) (g),water (g),omega-6 fatty acids (g),iodine (g),fluoride (g),of which starch (g),vitamin a (g),cholesterin (g),selen (g),caffeine (g),copper (g),silicon (g),bicarbonate (or hydrogen carbonate) (g),nitrate (g),sulfate (g),chloride (g),sulphate 4+ (g),minerals (g),vegetable sterine (g),chrome (g),molybdenum (g),lactose (g)
Schweinshalssteak mariniert IP-SUISSE,https://www.migros.ch/en/product/220658200010,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweins Brustspitz,https://www.migros.ch/en/product/220636399000,meat-fish,meat-poultry,,,,,,,830,199,13,5,1,1,0,20,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois Trutenschnitzel,https://www.migros.ch/en/product/243100820000,meat-fish,meat-poultry,4.65,4.65,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Minutenschnitzel nature,https://www.migros.ch/en/product/241100960000,meat-fish,meat-poultry,,,,,,,499,118,,,0,,0,25,,2,0.5,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Schnitzel,https://www.migros.ch/en/product/241111500000,meat-fish,meat-poultry,3.3,3.3,100g,1,100,g,499,118,,,0,,0,25,,2,0.5,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brochette Thai,https://www.migros.ch/en/product/243153000000,meat-fish,meat-poultry,18,3.6,100g,2,250,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesen Schnitzel IP-SUISSE,https://www.migros.ch/en/product/220651002010,meat-fish,meat-poultry,4.25,4.25,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Nierstück IP-SUISSE,https://www.migros.ch/en/product/220633500010,meat-fish,meat-poultry,,,,,,,596,142,,,0,,0,22,,,,,0.1,,,0,,,,2.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsbraten IP-SUISSE,https://www.migros.ch/en/product/220633540811,meat-fish,meat-poultry,,,,,,,615,146,6,,0.5,,,23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Nierstückbraten IP-SUISSE,https://www.migros.ch/en/product/220633590011,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio Schweinsnierstück,https://www.migros.ch/en/product/220660000020,meat-fish,meat-poultry,,,,,,,613,146,6,2,0,0,0,23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweinsbraten,https://www.migros.ch/en/product/220633562000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walliser Cordon-Bleu,https://www.migros.ch/en/product/220651525300,meat-fish,meat-poultry,,,,,,,1008,241,,,13,,0.5,18,,,,,,,1.3,1.5,,,,4.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaschlik mit Peperoni mariniert,https://www.migros.ch/en/product/227145200100,meat-fish,meat-poultry,3.85,3.85,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletschenkel,https://www.migros.ch/en/product/241209000000,meat-fish,meat-poultry,1.3,1.3,100g,1,100,g,716,172,,,0.5,,0.5,18,,,,,0.1,,,0.5,,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsbraten IP-SUISSE,https://www.migros.ch/en/product/220632540811,meat-fish,meat-poultry,2.4,2.4,100g,1,100,g,887,213,15,,0.5,,,19,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois Trutenspiess Pfeffer&Speck,https://www.migros.ch/en/product/243102600400,meat-fish,meat-poultry,3.5,3.5,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsnierstück mariniert IP-SUISSE,https://www.migros.ch/en/product/220660500010,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP-SUISSE · Pork chop,https://www.migros.ch/en/product/220655055510,meat-fish,meat-poultry,,,,,,,784,188,,,0,,0,20,,,,,0.1,,,0,,,,4.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois Entenspiess Pfeffer,https://www.migros.ch/en/product/243103310000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Schnitzel,https://www.migros.ch/en/product/241100442000,meat-fish,meat-poultry,3.3,3.3,100g,1,100,g,499,118,,,0,,0,25,,2,0.5,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fackelspiess IP-SUISSE,https://www.migros.ch/en/product/227215060011,meat-fish,meat-poultry,2.95,2.95,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Schnitzel,https://www.migros.ch/en/product/241100406100,meat-fish,meat-poultry,3.3,3.3,100g,1,100,g,483,114,1.5,,0.5,,,25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Ribs mariniert,https://www.migros.ch/en/product/220636501000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletschnitzel 2 st,https://www.migros.ch/en/product/241119000000,meat-fish,meat-poultry,3.3,3.3,100g,1,100,g,499,118,,,0,,0,25,,2,0.5,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinskotelette mariniert IP-SUISSE,https://www.migros.ch/en/product/220654500010,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletflügel,https://www.migros.ch/en/product/241102409200,meat-fish,meat-poultry,1.25,1.25,100g,1,100,g,719,172,,,0.5,,0.5,18,,,,,,,1,0.5,,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio Pouletflügel gewürzt,https://www.migros.ch/en/product/241102430100,meat-fish,meat-poultry,,,,,,,740,177,11,,1,,,19,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletflügel,https://www.migros.ch/en/product/241170700000,meat-fish,meat-poultry,,,,,,,733,176,,,0.5,,0.5,19,,,,,0.1,,,0.5,,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletflügel,https://www.migros.ch/en/product/241118000000,meat-fish,meat-poultry,1.2,1.2,100g,1,100,g,733,176,,,0.5,,0.5,19,,,,,0.1,,,0.5,,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweins Costini,https://www.migros.ch/en/product/220636450000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois Pouletschnitzel mail.Art,https://www.migros.ch/en/product/243100405000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Butcher Steak,https://www.migros.ch/en/product/220632402000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Costini,https://www.migros.ch/en/product/220636301000,meat-fish,meat-poultry,,,,,,,1046,252,20,,0.8,,,17,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsgeschnetzeltes IP-SUISSE,https://www.migros.ch/en/product/220624000010,meat-fish,meat-poultry,,,,,,,448,106,,,0,,0,22,,2,0.8,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Runder Mocken IP-SUISSE,https://www.migros.ch/en/product/220601647011,meat-fish,meat-poultry,3.05,3.05,100g,1,100,g,530,125,5,2,0,0,0.5,20,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweinshalsspiess,https://www.migros.ch/en/product/220651621500,meat-fish,meat-poultry,3.45,3.45,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwein Nierstückbraten,https://www.migros.ch/en/product/220660099000,meat-fish,meat-poultry,,,,,,,622,148,6,2.3,0.5,0.5,0,23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweine Fleischspiess IP-SUISSE,https://www.migros.ch/en/product/220651601710,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Poulet Cordon Bleu,https://www.migros.ch/en/product/241150080000,meat-fish,meat-poultry,4.9,2.04,100g,2,120,g,822,196,,,14,,2,16,,,,,,,,0.5,1.6,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Cordon Bleu,https://www.migros.ch/en/product/220651530000,meat-fish,meat-poultry,,,,,,,823,195,,,17,,0.7,18,,,,,,,,0.5,1.6,,,3.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsplätzli IP-SUISSE,https://www.migros.ch/en/product/220650010011,meat-fish,meat-poultry,3,3,100g,1,100,g,566,135,6,2.3,0.5,0.5,0.5,20,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Nierstück IP-SUISSE,https://www.migros.ch/en/product/220601523011,meat-fish,meat-poultry,3.9,3.9,100g,1,100,g,620,148,6,2,1,1,0.5,23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweinskoteletten,https://www.migros.ch/en/product/220654020001,meat-fish,meat-poultry,2.6,2.6,100g,1,100,g,991,238,,,0.5,,0.5,19,,,,,0.18,,,0.5,,,18,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poulet Knuspersteak gewürzt,https://www.migros.ch/en/product/241101000050,meat-fish,meat-poultry,,,,,,,693,166,,,0.5,,0.5,19,,,,,,,,0.5,2.8,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Halsbraten,https://www.migros.ch/en/product/220632599000,meat-fish,meat-poultry,,,,,,,900,215,15,,1,,,19,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/243102830000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsbraten IP-SUISSE,https://www.migros.ch/en/product/220633540810,meat-fish,meat-poultry,,,,,,,616,147,6,,0.5,,,23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsnierstück IP-SUISSE,https://www.migros.ch/en/product/220660066610,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trutenschnitzel IP-SUISSE,https://www.migros.ch/en/product/241163000910,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweinsplätzli,https://www.migros.ch/en/product/220650050000,meat-fish,meat-poultry,4.1,4.1,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tessinersteak IP-SUISSE,https://www.migros.ch/en/product/220650013610,meat-fish,meat-poultry,,,,,,,726,174,,,0.8,,0.5,20,,,,,,,0.7,0.7,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grillpoulet gewürzt,https://www.migros.ch/en/product/241000414200,meat-fish,meat-poultry,14,1.75,100g,1,800,g,710,170,,,1,,0.5,20,,,,,,,0.8,1,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freilandpoulet,https://www.migros.ch/en/product/243040522300,meat-fish,meat-poultry,,,,,,,718,172,,,0.5,,0.5,20,,,,,0.13,,,0.5,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquletes im Bratbeutel,https://www.migros.ch/en/product/241001509000,meat-fish,meat-poultry,,,,,,,698,167,,,0.5,,0.5,20,,,,,,,0.8,0.5,,,,2.8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Pork Spare-Ribs · marinated,https://www.migros.ch/en/product/220636555520,meat-fish,meat-poultry,,,,,,,1067,257,,,2,,0.5,17,,,,,,,,2,2.3,,20,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orangenschnitzel Optîgal,https://www.migros.ch/en/product/241216110010,meat-fish,meat-poultry,3.75,3.75,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinshalsbraten IP-SUISSE,https://www.migros.ch/en/product/220632540011,meat-fish,meat-poultry,,,,,,,833,200,,,0.5,,0.5,18,,,,,0.1,,,0.5,,,,,14,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Pouletflügeli,https://www.migros.ch/en/product/241102456000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois Trutenfilet Medaillons,https://www.migros.ch/en/product/243124455000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweins Steak,https://www.migros.ch/en/product/220660045600,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Flügeli,https://www.migros.ch/en/product/241102480000,meat-fish,meat-poultry,1,1,100g,1,100,g,760,182,,,0.5,,0.5,18,,,,,,,0.6,0.5,,,,3.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pork fillet IP-SUISSE,https://www.migros.ch/en/product/220662040011,meat-fish,meat-poultry,4,4,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poulet Nuggets,https://www.migros.ch/en/product/243910400000,meat-fish,meat-poultry,7.9,3.16,100g,1,250,g,903,215,,,15,,0.7,16,,,1.5,,,,1.3,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinskotelette Terrasuisse,https://www.migros.ch/en/product/220654030011,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinssteak Nierstück,https://www.migros.ch/en/product/220660025811,meat-fish,meat-poultry,,,,,,,620,148,,,1,,0,23,,,,,0.1,,,1,,,,2.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Poulet Miccata,https://www.migros.ch/en/product/243996970000,meat-fish,meat-poultry,,,,,,,899,214,,,22,,1,13,,,1,,,,,1,1.8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schweinsplätzli,https://www.migros.ch/en/product/220660040800,meat-fish,meat-poultry,,,,,,,531,127,6,2.3,0.5,0.5,0.5,18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP-SUISSE · Cutted pork,https://www.migros.ch/en/product/220624040010,meat-fish,meat-poultry,,,,,,,448,106,,,0,,0,22,,2,1,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsvoressen IP-SUISSE,https://www.migros.ch/en/product/220622055610,meat-fish,meat-poultry,1.35,1.35,100g,1,100,g,638,152,,,0.5,,0,20,,,,,0.1,,,0.5,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Cordon-Bleu,https://www.migros.ch/en/product/220659030500,meat-fish,meat-poultry,,,,,,,924,221,,,12,,0.5,16,,,,,,,1.5,0.5,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Poulet Cordon-Bleu,https://www.migros.ch/en/product/243998700000,meat-fish,meat-poultry,,,,,,,731,175,,,10,,1.7,15,,,,,,,1.3,1.5,,,,1.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Pouletschnitzel XXL,https://www.migros.ch/en/product/243996316000,meat-fish,meat-poultry,,,,,,,926,220,,,23,,1.3,13,,,0.6,,,,,1.2,1.6,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleischkäse Cordon Bleu,https://www.migros.ch/en/product/231040095400,meat-fish,meat-poultry,2.2,2.2,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plätzli paniert IP-SUISSE,https://www.migros.ch/en/product/220651010111,meat-fish,meat-poultry,2.55,2.55,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Cordonbleu Füürtüfel,https://www.migros.ch/en/product/220650036800,meat-fish,meat-poultry,4.6,4.6,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordon Bleu Gorgonzola,https://www.migros.ch/en/product/220651501000,meat-fish,meat-poultry,3.1,3.1,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grill mi Brauer Grill Haxe,https://www.migros.ch/en/product/220626004200,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordon Bleu mit Rohschinken,https://www.migros.ch/en/product/220651502000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Pizza Cordon Bleu,https://www.migros.ch/en/product/227257510000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Ländersteak,https://www.migros.ch/en/product/220656012000,meat-fish,meat-poultry,2.9,2.9,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Poulet Cordon-Beu,https://www.migros.ch/en/product/243996255000,meat-fish,meat-poultry,,,,,,,837,200,,,13,,1.1,17,,,,,,,,0.5,1.7,,,1.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Poulet-Nuggets,https://www.migros.ch/en/product/243996155500,meat-fish,meat-poultry,,,,,,,994,237,,,18,,1.5,18,,,0.9,,,,,1.5,1.5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Rahmgeschnetzeltes,https://www.migros.ch/en/product/227230025500,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixed Grill IP-SUISSE,https://www.migros.ch/en/product/227210011011,meat-fish,meat-poultry,3.9,3.9,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins Medaillon mit Speck,https://www.migros.ch/en/product/220650018500,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweins-Medaillon mit Speck,https://www.migros.ch/en/product/220650024000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Minifilets,https://www.migros.ch/en/product/241100469400,meat-fish,meat-poultry,3.6,3.6,100g,1,100,g,499,118,,,0,,0,25,,2,0.5,,0.1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optigal Poulet Schenkel,https://www.migros.ch/en/product/241111100000,meat-fish,meat-poultry,1.3,1.3,100g,1,100,g,716,172,,,0.5,,0.5,18,,,,,0.1,,,0.5,,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Pouletspiessli,https://www.migros.ch/en/product/241130300000,meat-fish,meat-poultry,2.4,2.4,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinshaxen IP-SUISSE,https://www.migros.ch/en/product/220626060011,meat-fish,meat-poultry,,,,,,,732,174,7.6,,0.5,,,26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsstotzenbraten IP-SUISSE,https://www.migros.ch/en/product/220633040811,meat-fish,meat-poultry,2.6,2.6,100g,1,100,g,531,127,6,,0.5,,,18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/content/weidebeef-guidelines,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schweinsbraten IP-SUISSE,https://www.migros.ch/en/product/220633000011,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/220650100010,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/220654031000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/227250011000,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/227250011611,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/227230011100,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/227250015100,meat-fish,meat-poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
